"Step","L1W256-3M-LLC-rr - llc/mean","L1W256-3M-LLC-rr - llc/mean__MIN","L1W256-3M-LLC-rr - llc/mean__MAX"
"48100","152.00634765625","152.00634765625","152.00634765625"
"48200","152.0189208984375","152.0189208984375","152.0189208984375"
"48300","151.99122619628906","151.99122619628906","151.99122619628906"
"48400","151.62362670898438","151.62362670898438","151.62362670898438"
"48500","151.70388793945312","151.70388793945312","151.70388793945312"
"48600","151.8248748779297","151.8248748779297","151.8248748779297"
"48700","151.81175231933594","151.81175231933594","151.81175231933594"
"48800","151.73129272460938","151.73129272460938","151.73129272460938"
"48900","151.7147216796875","151.7147216796875","151.7147216796875"
"49000","151.90802001953125","151.90802001953125","151.90802001953125"
"49100","151.9419403076172","151.9419403076172","151.9419403076172"
"49200","151.7532196044922","151.7532196044922","151.7532196044922"
"49300","151.8538055419922","151.8538055419922","151.8538055419922"
"49400","151.65013122558594","151.65013122558594","151.65013122558594"
"49500","151.7203826904297","151.7203826904297","151.7203826904297"
"49600","151.43576049804688","151.43576049804688","151.43576049804688"
"49700","151.6932830810547","151.6932830810547","151.6932830810547"
"49800","151.80479431152344","151.80479431152344","151.80479431152344"
