"Step","L2W256-3m-rr-ICL - icl-loss","L2W256-3m-rr-ICL - icl-loss__MIN","L2W256-3m-rr-ICL - icl-loss__MAX"
"39700","-0.21578797325952387","-0.21578797325952387","-0.21578797325952387"
"39800","-0.19578600158208084","-0.19578600158208084","-0.19578600158208084"
"39900","-0.20885778829105411","-0.20885778829105411","-0.20885778829105411"
"40000","-0.21265725292293045","-0.21265725292293045","-0.21265725292293045"
"40100","-0.1973259299440938","-0.1973259299440938","-0.1973259299440938"
"40200","-0.17702222909267223","-0.17702222909267223","-0.17702222909267223"
"40300","-0.21543067774754962","-0.21543067774754962","-0.21543067774754962"
"40400","-0.21284764275709986","-0.21284764275709986","-0.21284764275709986"
"40500","-0.20932266296650776","-0.20932266296650776","-0.20932266296650776"
"40600","-0.22614868211805159","-0.22614868211805159","-0.22614868211805159"
"40700","-0.20530742436315869","-0.20530742436315869","-0.20530742436315869"
"40800","-0.21519545962106165","-0.21519545962106165","-0.21519545962106165"
"40900","-0.21433222080190634","-0.21433222080190634","-0.21433222080190634"
"41000","-0.22586099657935765","-0.22586099657935765","-0.22586099657935765"
"41100","-0.20987748746082133","-0.20987748746082133","-0.20987748746082133"
"41200","-0.2268825759109667","-0.2268825759109667","-0.2268825759109667"
"41300","-0.1973404372283643","-0.1973404372283643","-0.1973404372283643"
"41400","-0.20546520308894192","-0.20546520308894192","-0.20546520308894192"
"41500","-0.20379518902640703","-0.20379518902640703","-0.20379518902640703"
"41600","-0.19839491721873526","-0.19839491721873526","-0.19839491721873526"
"41700","-0.2123875304117191","-0.2123875304117191","-0.2123875304117191"
"41800","-0.19610823851138612","-0.19610823851138612","-0.19610823851138612"
"41900","-0.20175261690531143","-0.20175261690531143","-0.20175261690531143"
"42000","-0.20075824440483406","-0.20075824440483406","-0.20075824440483406"
"42100","-0.2211867867795145","-0.2211867867795145","-0.2211867867795145"
"42200","-0.21203616987200102","-0.21203616987200102","-0.21203616987200102"
"42300","-0.21396407289764346","-0.21396407289764346","-0.21396407289764346"
"42400","-0.20968916264393717","-0.20968916264393717","-0.20968916264393717"
"42500","-0.21174135417372394","-0.21174135417372394","-0.21174135417372394"
"42600","-0.17734579375412024","-0.17734579375412024","-0.17734579375412024"
"42700","-0.20795389704120762","-0.20795389704120762","-0.20795389704120762"
"42800","-0.22537787293621578","-0.22537787293621578","-0.22537787293621578"
"42900","-0.205745132656121","-0.205745132656121","-0.205745132656121"
"43000","-0.18514046305042262","-0.18514046305042262","-0.18514046305042262"
"43100","-0.17818096040647904","-0.17818096040647904","-0.17818096040647904"
"43200","-0.20645343564791496","-0.20645343564791496","-0.20645343564791496"
"43300","-0.23740192315781808","-0.23740192315781808","-0.23740192315781808"
"43400","-0.20985991256346073","-0.20985991256346073","-0.20985991256346073"
"43500","-0.22255571523614515","-0.22255571523614515","-0.22255571523614515"
"43600","-0.18837358674543309","-0.18837358674543309","-0.18837358674543309"
"43700","-0.20456298364254982","-0.20456298364254982","-0.20456298364254982"
"43800","-0.21131415228613817","-0.21131415228613817","-0.21131415228613817"
"43900","-0.21233538983042072","-0.21233538983042072","-0.21233538983042072"
"44000","-0.19994869382478692","-0.19994869382478692","-0.19994869382478692"
"44100","-0.19753814981363907","-0.19753814981363907","-0.19753814981363907"
"44200","-0.2115954150375536","-0.2115954150375536","-0.2115954150375536"
"44300","-0.21344733658178774","-0.21344733658178774","-0.21344733658178774"
"44400","-0.22195636990338527","-0.22195636990338527","-0.22195636990338527"
"44500","-0.19276198424279173","-0.19276198424279173","-0.19276198424279173"
"44600","-0.23433922748777863","-0.23433922748777863","-0.23433922748777863"
"44700","-0.21165420046842878","-0.21165420046842878","-0.21165420046842878"
"44800","-0.18520692473436315","-0.18520692473436315","-0.18520692473436315"
"44900","-0.226855063836271","-0.226855063836271","-0.226855063836271"
"45000","-0.2189922147097782","-0.2189922147097782","-0.2189922147097782"
"45100","-0.20394330914736677","-0.20394330914736677","-0.20394330914736677"
"45200","-0.20946443405080636","-0.20946443405080636","-0.20946443405080636"
"45300","-0.2169618862226366","-0.2169618862226366","-0.2169618862226366"
"45400","-0.2149634655238082","-0.2149634655238082","-0.2149634655238082"
"45500","-0.19865428561480586","-0.19865428561480586","-0.19865428561480586"
"45600","-0.219697340236164","-0.219697340236164","-0.219697340236164"
"45700","-0.21784254610170098","-0.21784254610170098","-0.21784254610170098"
"45800","-0.21454261355700688","-0.21454261355700688","-0.21454261355700688"
"45900","-0.1957363560703688","-0.1957363560703688","-0.1957363560703688"
"46000","-0.20839772567760811","-0.20839772567760811","-0.20839772567760811"
"46100","-0.20171800996228703","-0.20171800996228703","-0.20171800996228703"
"46200","-0.20647937096240937","-0.20647937096240937","-0.20647937096240937"
"46300","-0.17984475105153616","-0.17984475105153616","-0.17984475105153616"
"46400","-0.20985681614268695","-0.20985681614268695","-0.20985681614268695"
"46500","-0.20435095201758727","-0.20435095201758727","-0.20435095201758727"
"46600","-0.21340237147139088","-0.21340237147139088","-0.21340237147139088"
"46700","-0.21618800596489451","-0.21618800596489451","-0.21618800596489451"
"46800","-0.20588854688354416","-0.20588854688354416","-0.20588854688354416"
"46900","-0.20562563330045588","-0.20562563330045588","-0.20562563330045588"
"47000","-0.21729440860017415","-0.21729440860017415","-0.21729440860017415"
"47100","-0.22941402643366415","-0.22941402643366415","-0.22941402643366415"
"47200","-0.1960978189711223","-0.1960978189711223","-0.1960978189711223"
"47300","-0.21353253386960777","-0.21353253386960777","-0.21353253386960777"
"47400","-0.20907456169022323","-0.20907456169022323","-0.20907456169022323"
"47500","-0.21354809723914187","-0.21354809723914187","-0.21354809723914187"
"47600","-0.17697040753252574","-0.17697040753252574","-0.17697040753252574"
"47700","-0.193837192429895","-0.193837192429895","-0.193837192429895"
"47800","-0.21710030611130157","-0.21710030611130157","-0.21710030611130157"
"47900","-0.21316571929693517","-0.21316571929693517","-0.21316571929693517"
"48000","-0.21703328043038236","-0.21703328043038236","-0.21703328043038236"
"48100","-0.21587442195017642","-0.21587442195017642","-0.21587442195017642"
"48200","-0.20814310332900662","-0.20814310332900662","-0.20814310332900662"
"48300","-0.2052949116610184","-0.2052949116610184","-0.2052949116610184"
"48400","-0.21696962222770058","-0.21696962222770058","-0.21696962222770058"
"48500","-0.21279085095055467","-0.21279085095055467","-0.21279085095055467"
"48600","-0.20947758413215797","-0.20947758413215797","-0.20947758413215797"
"48700","-0.1915802942365592","-0.1915802942365592","-0.1915802942365592"
"48800","-0.2125792662499125","-0.2125792662499125","-0.2125792662499125"
"48900","-0.21215042976572723","-0.21215042976572723","-0.21215042976572723"
"49000","-0.1893496753553525","-0.1893496753553525","-0.1893496753553525"
"49100","-0.2199316032884737","-0.2199316032884737","-0.2199316032884737"
"49200","-0.25492921482647307","-0.25492921482647307","-0.25492921482647307"
"49300","-0.24893685707497804","-0.24893685707497804","-0.24893685707497804"
"49400","-0.1881123459235994","-0.1881123459235994","-0.1881123459235994"
"49500","-0.21303885814138632","-0.21303885814138632","-0.21303885814138632"
"49600","-0.14261105026686","-0.14261105026686","-0.14261105026686"
"49700","-0.20336744686581737","-0.20336744686581737","-0.20336744686581737"
"49800","-0.23432296728174234","-0.23432296728174234","-0.23432296728174234"
"49900","-0.2092028796599144","-0.2092028796599144","-0.2092028796599144"
"50000","-0.21751166362550262","-0.21751166362550262","-0.21751166362550262"
